doc_id	split	source_file	brat_txt_path	brat_ann_path	sentence_count	entity_count	sha256_txt	sha256_ann	has_released_text	source_title	doi	pmid	pmcid	wos_accession	publication_year	journal	abstract_licence_status	source_selection_query_id	source_metadata_status
1253	train	0text1253.txt	data/brat_core/train/0text1253.txt	data/brat_core/train/0text1253.ann	26	208	95be6a1403d9d48f8ce2b0a9ac7475d213e9a0d36e60eb2d6cb31c56d133ab98	567d43387926b0fb644a065ef1b7669600be3d2373a740030f3490c46b358464	yes	Ginsenoside Rg1 promotes remyelination and functional recovery in demyelinating disease by enhancing oligodendrocyte precursor cells-mediated myelin repair.	10.1016/j.phymed.2022.154309	35994846	not_available_in_current_archive	not_available_in_current_archive	2022	Phytomedicine : international journal of phytotherapy and phytopharmacology	exclude_text	not_available_in_current_archive	high
1254	train	0text1254.txt	data/brat_core/train/0text1254.txt	data/brat_core/train/0text1254.ann	18	160	15a6720a06df7cbd011474eb6cf08cfcf90354565c8f8ed0ea1f01434dcc019e	d6698391710913373255e86415a3f6941fe4508d3607bbe2f06b5cac630249f4	yes	High Dose Pharmaceutical Grade Biotin (MD1003) Accelerates Differentiation of Murine and Grafted Human Oligodendrocyte Progenitor Cells In Vivo.	10.3390/ijms232415733	36555377	PMC9778913	not_available_in_current_archive	2022	International journal of molecular sciences	include_text	not_available_in_current_archive	high
1255	test	0text1255.txt	data/brat_core/train/0text1255.txt	data/brat_core/train/0text1255.ann	26	386	bc5e6ef12f63f25ca17cda9337e9dd39ff4dc93f88a13e4a171864ee92b5a1a6	986061ca638a4ce78bed5db0508e61e3e6b9abdf8a67f576cfe2a4ae0595235b	yes	Effect of β-hydroxybutyrate on behavioral alterations, molecular and morphological changes in CNS of multiple sclerosis mouse model.	10.3389/fnagi.2022.1075161	36533180	PMC9752847	not_available_in_current_archive	2022	Frontiers in aging neuroscience	include_text	not_available_in_current_archive	high
1256	test	0text1256.txt	data/brat_core/train/0text1256.txt	data/brat_core/train/0text1256.ann	34	266	4f69d0b54cb8690a6c9a49df31aa962bb3452c4d0a53798ff53e63eef71b4d4a	80d80fc52c3cf23a92e4030acf47ed54933272d8f30786bbd739b1652d530f99	yes	Main Role of Antibodies in Demyelination and Axonal Damage in Multiple Sclerosis.	10.1007/s10571-021-01059-6	33625628	PMC11421700	not_available_in_current_archive	2022	Cellular and molecular neurobiology	exclude_text	not_available_in_current_archive	high
1257	train	0text1257.txt	data/brat_core/train/0text1257.txt	data/brat_core/train/0text1257.ann	22	316	1920bb25cdf9b82cc9f60ae9cd1d5c0eb720a2f2cfb9bf6dbca6973264f8b6a6	2192cdcbab8290c2f1865dd5d45a00c6006dfcd770c007d28b2ebf1c31a2c080	yes	The Cellular Senescence Factor Extracellular HMGB1 Directly Inhibits Oligodendrocyte Progenitor Cell Differentiation and Impairs CNS Remyelination.	10.3389/fncel.2022.833186	35573828	PMC9095917	not_available_in_current_archive	2022	Frontiers in cellular neuroscience	include_text	not_available_in_current_archive	high
1258	train	0text1258.txt	data/brat_core/train/0text1258.txt	data/brat_core/train/0text1258.ann	22	242	1066e2fea42d1a24660bcbc0b9b8cc878083a76504f61d280669ed5ecd4ae89e	d472ebb6648c7260a6e55489292a95bbf6c1c33ad31ffbc9ea6ed3d0ec4eb8bc	yes	The glycosyltransferase EXTL2 promotes proteoglycan deposition and injurious neuroinflammation following demyelination.	10.1186/s12974-020-01895-1	32703234	PMC7379813	not_available_in_current_archive	2020	Journal of neuroinflammation	include_text	not_available_in_current_archive	high
1259	train	0text1259.txt	data/brat_core/train/0text1259.txt	data/brat_core/train/0text1259.ann	18	136	8389e1b8146d56de036f4b6e799cac2b44cdf02582253a5ce9a49e7683824bfc	f6ae3e80359c9b397411caa561c193705eff213f021749331ab829dce3fb0c1e	yes	Functional genomic analyses highlight a shift in Gpr17-regulated cellular processes in oligodendrocyte progenitor cells and underlying myelin dysregulation in the aged mouse cerebrum.	10.1111/acel.13335	33675110	PMC8045941	not_available_in_current_archive	2021	Aging cell	include_text	not_available_in_current_archive	high
1260	test	0text1260.txt	data/brat_core/train/0text1260.txt	data/brat_core/train/0text1260.ann	16	168	182a91277884600d965f2c7b20caf63b107a629e6fbc554962f8e7c3e08f7847	b520b532bd44dec291c579f95cd7452af538c19a17f8cf0d338d6ce29b8e6383	yes	Δ<sup>9</sup> -Tetrahydrocannabinol promotes oligodendrocyte development and CNS myelination in vivo.	10.1002/glia.23911	32956517	PMC7821226	not_available_in_current_archive	2021	Glia	exclude_text	not_available_in_current_archive	high
1261	train	0text1261.txt	data/brat_core/train/0text1261.txt	data/brat_core/train/0text1261.ann	24	234	a4f22039f8de8880f9c3e8e7e1441df29e6eb4a0590727559cce0f26d1cd0c97	884188f3b250226e422a09f75ba0554426b8c676fca3b7a4818711df37f13dc7	yes	Lumbar spine intrathecal transplantation of neural precursor cells promotes oligodendrocyte proliferation in hot spots of chronic demyelination.	10.1111/bpa.13040	34845781	PMC9245942	not_available_in_current_archive	2022	Brain pathology (Zurich, Switzerland)	include_text	not_available_in_current_archive	high
1262	train	0text1262.txt	data/brat_core/train/0text1262.txt	data/brat_core/train/0text1262.ann	18	278	e7d1161c6f0b1f24a0994b708a9f838ba64a976f393cb906268200b15cca4053	7a326226edde29a516326eede4dc99cdf05c1bdd3efd71faa5af72411ae31c77	yes	Mechanistic Target of Rapamycin Regulates the Oligodendrocyte Cytoskeleton during Myelination.	10.1523/jneurosci.1434-18.2020	32139584	PMC7141876	not_available_in_current_archive	2020	The Journal of neuroscience : the official journal of the Society for Neuroscience	exclude_text	not_available_in_current_archive	high
1263	train	0text1263.txt	data/brat_core/train/0text1263.txt	data/brat_core/train/0text1263.ann	18	210	46eb8006c228cfd7af1b3fe95975284430415e3ccce92a64568cb5f2615823b8	524e019dfc4ebd9cd327f3b9cb90bf990e0d5df462168d3a0f2ab01013791b81	yes	The Distribution of GPR17-Expressing Cells Correlates with White Matter Inflammation Status in Brain Tissues of Multiple Sclerosis Patients.	10.3390/ijms22094574	33925469	PMC8123849	not_available_in_current_archive	2021	International journal of molecular sciences	include_text	not_available_in_current_archive	high
1264	train	0text1264.txt	data/brat_core/train/0text1264.txt	data/brat_core/train/0text1264.ann	14	176	922c78261eff89d5b8bbbca0d6389493ac60da1f32da4997f3e1f89deaf21fe6	371b4eef002aeb96d4e1e27b4967b39868e0fd4514195a853eef374a0f7f3312	yes	In vivo silencing of miR-125a-3p promotes myelin repair in models of white matter demyelination.	10.1002/glia.23819	32163190	not_available_in_current_archive	not_available_in_current_archive	2020	Glia	exclude_text	not_available_in_current_archive	high
1265	train	0text1265.txt	data/brat_core/train/0text1265.txt	data/brat_core/train/0text1265.ann	16	166	3d4d4ae85fc78093f55e112d6e3a7909f49c57e480d6908baf79e64f2a40402a	36c7fdbc61bc1458702bb812b43ebef7fd9af13699b7f9d53042629f748d3810	yes	The GPR17 Receptor-A Promising Goal for Therapy and a Potential Marker of the Neurodegenerative Process in Multiple Sclerosis.	10.3390/ijms21051852	32182666	PMC7084627	not_available_in_current_archive	2020	International journal of molecular sciences	include_text	not_available_in_current_archive	high
1266	train	0text1266.txt	data/brat_core/train/0text1266.txt	data/brat_core/train/0text1266.ann	24	146	129d1f33c0ddaf6323d253eb89ae710920f8071fdf97cb5a97bc8b5cbf3f2fd6	56a234e73a7bb2121745b65700d38d8cb71ed7d7c017c3be974ec6dbad9659d0	yes	High-Resolution Transcriptomic and Proteomic Profiling of Heterogeneity of Brain-Derived Microglia in Multiple Sclerosis.	10.3389/fnmol.2020.583811	33192299	PMC7654237	not_available_in_current_archive	2020	Frontiers in molecular neuroscience	include_text	not_available_in_current_archive	high
1267	val	0text1267.txt	data/brat_core/train/0text1267.txt	data/brat_core/train/0text1267.ann	10	98	33b611438dc0f0c41fbfac54305b1cda62e903b9d025080781dc45e651d083f2	01e54000d381a38daaf92d2ee15f1a439aac5cd7b431d4ed3ab9c0c6fba9da3b	yes	Thyroid hormone and thyromimetics inhibit myelin and axonal degeneration and oligodendrocyte loss in EAE	10.1101/2020.12.20.423638	not_available_in_current_archive	not_available_in_current_archive	not_available_in_current_archive	2020	not_available_in_current_archive	exclude_text	not_available_in_current_archive	high
1268	val	0text1268.txt	data/brat_core/train/0text1268.txt	data/brat_core/train/0text1268.ann	18	248	fd655c1716bedf534e37800be2a4489a7369dd9ef9cc0b267e32e56020f13d79	c535a080667ebc443223866e092d8cee44ec5daa74c27f650b729cae41a7e612	yes	5-Hydroxytryptamine Modulates Maturation and Mitochondria Function of Human Oligodendrocyte Progenitor M03-13 Cells.	10.3390/ijms22052621	33807720	PMC7962057	not_available_in_current_archive	2021	International journal of molecular sciences	include_text	not_available_in_current_archive	high
1269	test	0text1269.txt	data/brat_core/train/0text1269.txt	data/brat_core/train/0text1269.ann	18	226	17438cc79659664d1e9b02d17e462d58d46a5f3c209d2b673f3281dcb1f3b47b	74ed860df87575865c396c1323f925ac154667593073582b40906ec93a598b6d	yes	Stage-specific control of oligodendrocyte survival and morphogenesis by TDP-43	10.1101/2021.11.09.467933	not_available_in_current_archive	not_available_in_current_archive	not_available_in_current_archive	2021	not_available_in_current_archive	exclude_text	not_available_in_current_archive	high
1270	train	0text1270.txt	data/brat_core/train/0text1270.txt	data/brat_core/train/0text1270.ann	12	148	a755ea1e2c2eac60dd635611361f737d3a19c6b0c8b1061931d4b889b4e6fbac	1fce6264edca9e24c89c7d41c8ea6b8fc83d71628166afa2aeb3eb22bd5008ca	yes	Cholesterol biosynthesis defines oligodendrocyte precursor heterogeneity between brain and spinal cord.	10.1016/j.celrep.2022.110423	35235799	PMC8988216	not_available_in_current_archive	2022	Cell reports	exclude_text	not_available_in_current_archive	high
1271	test	0text1271.txt	data/brat_core/train/0text1271.txt	data/brat_core/train/0text1271.ann	12	128	eac7d22f76e90dcd83f292f82263b38abfdf8bc203c3449e526a17c7936a5a87	190b729fa5c6dfdffe7caecabdfcea8f293c886c8c6d3a8fa60a4f694ecd7560	yes	GluA2 overexpression in oligodendrocyte progenitors promotes postinjury oligodendrocyte regeneration.	10.1016/j.celrep.2021.109147	34010640	PMC8185898	not_available_in_current_archive	2021	Cell reports	exclude_text	not_available_in_current_archive	high
1272	train	0text1272.txt	data/brat_core/train/0text1272.txt	data/brat_core/train/0text1272.ann	14	92	05e7b2840ff2058c633fade0c08d405a009bd8169ec3f45fa13ce0c6b39f58c3	0057289049c16bc78c063c6a5fbd04dda998440d881cc43407fb70fb5dd1fe30	yes	Oligodendrocyte precursor cell specification is regulated by bidirectional neural progenitor-endothelial cell crosstalk.	10.1038/s41593-020-00788-z	33510480	PMC8411877	not_available_in_current_archive	2021	Nature neuroscience	exclude_text	not_available_in_current_archive	high
1273	train	0text1273.txt	data/brat_core/train/0text1273.txt	data/brat_core/train/0text1273.ann	26	236	1df7c27489e044f1196a74e67fab38f28a44a40cc6f157f65c2128a096520d74	90dcb15ea33214d7c3eeaf33418d830c82ecf7a4e24801c26cf896d5642e6b89	yes	Loss of ABCA8B decreases myelination by reducing oligodendrocyte precursor cells in mice.	10.1016/j.jlr.2021.100147	34752805	PMC8953628	not_available_in_current_archive	2022	Journal of lipid research	exclude_text	not_available_in_current_archive	high
1274	train	0text1274.txt	data/brat_core/train/0text1274.txt	data/brat_core/train/0text1274.ann	20	218	863d67a27eaaad41386678c20357ef3189d220822e57903e409d96a057ce853d	31cf8ce8105768c49f8110628e7e98d93c82bf7b0dd6f3f9546a618fe87e05e5	yes	HLA Class II Genotype Does Not Affect the Myelin Responsiveness of Multiple Sclerosis Patients.	10.3390/cells9122703	33348629	PMC7766454	not_available_in_current_archive	2020	Cells	include_text	not_available_in_current_archive	high
1275	train	0text1275.txt	data/brat_core/train/0text1275.txt	data/brat_core/train/0text1275.ann	12	164	b7a8c89579ee07886cd206500a06aad377901c7d94fb077ee3575e91378b494f	875fa9b9c07eeccd10e1e35fd08ad7eaa3b249b740d95a76620c992bdca8537c	yes	BMP receptor blockade overcomes extrinsic inhibition of remyelination and restores neurovascular homeostasis.	10.1093/brain/awab106	34426831	PMC8418337	not_available_in_current_archive	2021	Brain : a journal of neurology	exclude_text	not_available_in_current_archive	high
1276	val	0text1276.txt	data/brat_core/train/0text1276.txt	data/brat_core/train/0text1276.ann	14	154	b4dd402636dcc43eb6e4928b6fe6d14ecd875d9d374b546192945dbdd6b05438	55ec2154f03bdfb1e4211fd8b8ac7f4d6907bea76d7b562bb0528f3038a3c4af	yes	Neuroprotection and neuroregeneration: roles for the white matter.	10.4103/1673-5374.335834	35535874	PMC9120696	not_available_in_current_archive	2022	Neural regeneration research	exclude_text	not_available_in_current_archive	high
1277	train	0text1277.txt	data/brat_core/train/0text1277.txt	data/brat_core/train/0text1277.ann	8	148	0e131f9d48317220df1ae96b0522af69e21799555839fdb2827c8777ecd62b30	62d9f908c43375408b03dcfb41a54ca9205b0490f7e76741e9244ce61a8027d8	yes	Lipocalin-2-Mediated Insufficient Oligodendrocyte Progenitor Cell Remyelination for White Matter Injury After Subarachnoid Hemorrhage via SCL22A17 Receptor/Early Growth Response Protein 1 Signaling.	10.1007/s12264-022-00906-w	35817941	PMC9723020	not_available_in_current_archive	2022	Neuroscience bulletin	include_text	not_available_in_current_archive	high
1278	val	0text1278.txt	data/brat_core/train/0text1278.txt	data/brat_core/train/0text1278.ann	14	162	3f8e7bbac9b391f01d009993aaee675a11b3d3cdb62c668ccaa66a7eda75ef9c	e9341bc6e2d3978fba9402923e1635bf42a8462f71e9b941ed8c469b6dd02afa	yes	Antiretroviral treatment reveals a novel role for lysosomes in oligodendrocyte maturation	10.1101/2022.08.05.502855	not_available_in_current_archive	not_available_in_current_archive	not_available_in_current_archive	2022	not_available_in_current_archive	exclude_text	not_available_in_current_archive	high
1279	train	0text1279.txt	data/brat_core/train/0text1279.txt	data/brat_core/train/0text1279.ann	18	206	270852783abebf66987100f640a251bc385a4f45e811236179259cdc3ba51eb4	4ccd0e83b1fa6fb17ff5f4af576ba20473ac38b02b189624b8b4e563ed16b40e	yes	Huperzine-A Improved Animal Behavior in Cuprizone-Induced Mouse Model by Alleviating Demyelination and Neuroinflammation.	10.3390/ijms232416182	36555825	PMC9785798	not_available_in_current_archive	2022	International journal of molecular sciences	include_text	not_available_in_current_archive	high
1280	test	0text1280.txt	data/brat_core/train/0text1280.txt	data/brat_core/train/0text1280.ann	26	216	831286b8782d6ace67e5bdfae18c2e32b8e2f69220d6275b60f8132f1385f7e5	3a4e7bbfaf8b0918db36e9ec8d78e215c4248c729cae633deb01381867d08b49	yes	The Extracellular Matrix Proteins Tenascin-C and Tenascin-R Retard Oligodendrocyte Precursor Maturation and Myelin Regeneration in a Cuprizone-Induced Long-Term Demyelination Animal Model.	10.3390/cells11111773	35681468	PMC9179356	not_available_in_current_archive	2022	Cells	include_text	not_available_in_current_archive	high
1281	train	0text1281.txt	data/brat_core/train/0text1281.txt	data/brat_core/train/0text1281.ann	16	98	98cae76bfc4b22c2a0b51c6fd87a12f4f59c17163c87aaee2a752d3c8e4c20f9	653505c85b3b825fc063e1d53899a98a9400b5b388d7a084737530c724380705	yes	MiR-219a-5p Enriched Extracellular Vesicles Induce OPC Differentiation and EAE Improvement More Efficiently Than Liposomes and Polymeric Nanoparticles.	10.3390/pharmaceutics12020186	32098213	PMC7076664	not_available_in_current_archive	2020	Pharmaceutics	include_text	not_available_in_current_archive	high
1282	train	0text1282.txt	data/brat_core/train/0text1282.txt	data/brat_core/train/0text1282.ann	20	152	ff564d3634263403b18cf800d4ae4a5730a091cdb2513f7be1387e997b877f3e	b60bf670b275fddb017ca94a2db2345c9b217595fd03e8a12b55cacb5158b36c	yes	Impact of the Voltage-Gated Calcium Channel Antagonist Nimodipine on the Development of Oligodendrocyte Precursor Cells.	10.3390/ijms24043716	36835129	PMC9960570	not_available_in_current_archive	2023	International journal of molecular sciences	include_text	not_available_in_current_archive	high
1283	train	0text1283.txt	data/brat_core/train/0text1283.txt	data/brat_core/train/0text1283.ann	14	100	14d44b59b0a489ee10c67325ddd302ce0ccd4cead8da8e4f3927b5fe6c76a1f9	214e4099de82beea5fea9470e5a5160eae631a6a1e0492ab49c5ad7bd20eb93a	yes	A Clonal NG2-Glia Cell Response in a Mouse Model of Multiple Sclerosis.	10.3390/cells9051279	32455842	PMC7291195	not_available_in_current_archive	2020	Cells	include_text	not_available_in_current_archive	high
1284	train	0text1284.txt	data/brat_core/train/0text1284.txt	data/brat_core/train/0text1284.ann	14	152	02b267c6896550af57562c6e8dbb56235118ae49e1061871c56a16e110ae3b52	a8b8dbb8204f2248d24ad372b7afafbacc9cc12669f344f237b99ee970cf87bd	yes	Epigenomic priming of immune genes implicates oligodendroglia in multiple sclerosis susceptibility.	10.1016/j.neuron.2021.12.034	35093191	PMC9810341	not_available_in_current_archive	2022	Neuron	include_text	not_available_in_current_archive	high
1285	train	0text1285.txt	data/brat_core/train/0text1285.txt	data/brat_core/train/0text1285.ann	18	214	df5b471db0f8ade694662b072e91740c287fcbb550c9afc8003e509ddc02f4b9	4df04a834b7fa160a9294e79c3abd61f34ec6af51450f6eca048bda42cfee360	yes	Cholesterol levels in plasma and cerebrospinal fluid in patients with clinically isolated syndrome and relapsing-remitting multiple sclerosis.	10.1016/j.nbd.2022.105889	36209949	not_available_in_current_archive	not_available_in_current_archive	2022	Neurobiology of disease	exclude_text	not_available_in_current_archive	high
1286	train	0text1286.txt	data/brat_core/train/0text1286.txt	data/brat_core/train/0text1286.ann	16	136	701590009c731dc0fdfbdb90ecf2b33738a768f363d68d2eaa360e5be50ef364	fb7cf4a2c405abbcaf7bc5f55d0f5b4378d75817721e271e7db1ddbe83cc96f6	yes	DNA methylation regulates the expression of the negative transcriptional regulators ID2 and ID4 during OPC differentiation.	10.1007/s00018-021-03927-2	34482420	PMC8558293	not_available_in_current_archive	2021	Cellular and molecular life sciences : CMLS	include_text	not_available_in_current_archive	high
1287	train	0text1287.txt	data/brat_core/train/0text1287.txt	data/brat_core/train/0text1287.ann	20	200	053e8605f7fc69a3158d1fa115b525c64003736f21960edca48c6da90d7fcb1d	fb43ca0e899de95bf60ce494dd34c4e00c2f1f14a1933cad513588a3792901be	yes	Keeping the ageing brain wired: a role for purine signalling in regulating cellular metabolism in oligodendrocyte progenitors.	10.1007/s00424-021-02544-z	33712969	PMC8076121	not_available_in_current_archive	2021	Pflugers Archiv : European journal of physiology	include_text	not_available_in_current_archive	high
1288	train	0text1288.txt	data/brat_core/train/0text1288.txt	data/brat_core/train/0text1288.ann	12	120	a601319b6c9c4690ac5e51fa4b5ef41086da1a5f2e2f5e2f8c371c89aaeaf4ba	ae1584c3d726bb360e25fdb33788e10d379282827fd3dc3c0b3e10ae8bb2ed33	yes	Direct reprogramming of oligodendrocyte precursor cells into GABAergic inhibitory neurons by a single homeodomain transcription factor Dlx2.	10.1038/s41598-021-82931-9	33574458	PMC7878775	not_available_in_current_archive	2021	Scientific reports	include_text	not_available_in_current_archive	high
1289	train	0text1289.txt	data/brat_core/train/0text1289.txt	data/brat_core/train/0text1289.ann	16	198	44cb0982aaf38486d9fb226b2788c65b35a0c02878107bbbd41e91d4fd4ab793	9e5ce6473a688bd28b09f5dcbbfc4457b066e90b4ee756b464efe0fa15942d31	yes	Transient regulation of focal adhesion via Tensin3 is required for nascent oligodendrocyte differentiation.	10.7554/elife.80273	36214451	PMC9596163	not_available_in_current_archive	2022	eLife	include_text	not_available_in_current_archive	high
1290	test	0text1290.txt	data/brat_core/train/0text1290.txt	data/brat_core/train/0text1290.ann	18	186	f5a01dd5d22a350be7637f6f1d2e9a5a3c1743b0b8d0f053a28b2f9d41a484c7	731e0d19e352dd5c23dc458f045f9a93b08475e60dd4d02594f9f36999045100	yes	Vitamin D increases remyelination by promoting oligodendrocyte lineage differentiation.	10.1002/brb3.1498	31837111	PMC6955836	not_available_in_current_archive	2020	Brain and behavior	include_text	not_available_in_current_archive	high
1291	test	0text1291.txt	data/brat_core/train/0text1291.txt	data/brat_core/train/0text1291.ann	20	194	16cd9dfd83baf5ecabebd5f3d3d8692c0967c8b3581b6f0ee78c6469737a49da	67a4d47c6a8f932e8f56e0d52ba9f031d4d94a5f59be621c25376c0a74784fde	yes	Guiding Oligodendrocyte Precursor Cell Maturation With Urokinase Plasminogen Activator-Degradable Elastin-like Protein Hydrogels.	10.1021/acs.biomac.0c00828	32816463	not_available_in_current_archive	not_available_in_current_archive	2020	Biomacromolecules	exclude_text	not_available_in_current_archive	high
1292	test	0text1292.txt	data/brat_core/train/0text1292.txt	data/brat_core/train/0text1292.ann	24	242	5e565dd14a61f0051eb37ab312e1dfb3e415adbda63c0d752a79fddf4402fc80	954ae35cc00886b4f0043df1d2bab6bc7d132fbfbcc8e82de7f0ca842742de7b	yes	Oligodendrocyte pathology in fetal alcohol spectrum disorders.	10.4103/1673-5374.314294	34380877	PMC8504395	not_available_in_current_archive	2022	Neural regeneration research	exclude_text	not_available_in_current_archive	high
1293	train	0text1293.txt	data/brat_core/train/0text1293.txt	data/brat_core/train/0text1293.ann	14	148	ce68f5f74ba17818f5eda2e52b8bb733cd73ad7b95ee141cf60fbbad6f7afaf1	132f35628a5051ccb9163ffda75ef8e74afa1286924a2fbecf5d5f75833d7679	yes	Nanocatalytic activity of clean-surfaced, faceted nanocrystalline gold enhances remyelination in animal models of multiple sclerosis.	10.1038/s41598-020-58709-w	32041968	PMC7010780	not_available_in_current_archive	2020	Scientific reports	include_text	not_available_in_current_archive	high
1294	val	0text1294.txt	data/brat_core/train/0text1294.txt	data/brat_core/train/0text1294.ann	20	286	db207c44ee3b14dde7b24e03d0ae0968839dea1b4afc5030961179af7a34f2f5	cc3e009ac742f8fae6bde09afc456eb9708f3596c905d2a15047bf58fbd324e0	yes	Anti-inflammatory mechanisms and pharmacological actions of phycocyanobilin in a mouse model of experimental autoimmune encephalomyelitis: A therapeutic promise for multiple sclerosis.	10.3389/fimmu.2022.1036200	36405721	PMC9669316	not_available_in_current_archive	2022	Frontiers in immunology	include_text	not_available_in_current_archive	high
1295	train	0text1295.txt	data/brat_core/train/0text1295.txt	data/brat_core/train/0text1295.ann	14	110	0c47cd0c355caafecf1d791bef2e24c1b36b5d2109c6a580b2989d35e84d1b21	c4256ed9980bc1612d49feba4bf06abffabd2e1991947ba0a3e8c948b496be8f	yes	iPS-Derived Early Oligodendrocyte Progenitor Cells from SPMS Patients Reveal Deficient In Vitro Cell Migration Stimulation.	10.3390/cells9081803	32751289	PMC7463559	not_available_in_current_archive	2020	Cells	include_text	not_available_in_current_archive	high
1296	train	0text1296.txt	data/brat_core/train/0text1296.txt	data/brat_core/train/0text1296.ann	20	164	108cd909a2e27f923aa778d2e994e42dbefe7dbecc19703758f78dfbdaaa8bb7	27e82b13aa3ac073521a55cc7dbe9ff268c53843a3b79c3d7b6ad7785ceca273	yes	Multiple Sclerosis and Aging: The Dynamics of Demyelination and Remyelination.	10.1177/17590914221118502	35938615	PMC9364177	not_available_in_current_archive	2022	ASN neuro	exclude_text	not_available_in_current_archive	high
1297	train	0text1297.txt	data/brat_core/train/0text1297.txt	data/brat_core/train/0text1297.ann	14	162	c2091209eff9722a625ed47fbbd2bd2d70f17ff27442ad163a762a8d6af139a6	9e59dc1d8af5bdf3ae17049ee5dfc8415ddbd9d44edc351fae28852240ef798d	yes	GABA<sub>B</sub> receptor agonist baclofen promotes central nervous system remyelination.	10.1002/glia.24262	35980256	PMC9804779	not_available_in_current_archive	2022	Glia	exclude_text	not_available_in_current_archive	high
1298	train	0text1298.txt	data/brat_core/train/0text1298.txt	data/brat_core/train/0text1298.ann	12	122	3e1a4fc2ddbf83aa37beea3f5abe30f9a296bd052cf8e259c4b7c713fcd68d09	80032c4e074efa7011ac877a4c5f4655620c924cb35851608169a30f19da396e	yes	The Role of MicroRNAs in Repair Processes in Multiple Sclerosis.	10.3390/cells9071711	32708794	PMC7408558	not_available_in_current_archive	2020	Cells	include_text	not_available_in_current_archive	high
1299	test	0text1299.txt	data/brat_core/train/0text1299.txt	data/brat_core/train/0text1299.ann	16	142	9d7d7efe1311cc15851056c5e130041ee0b405c312359c6ab96a937c3c7849b0	727462b95314dd2b82963048c32435a02a8fabeef09e48fe06ed5624dcabedb3	yes	Ion Channels as New Attractive Targets to Improve Re-Myelination Processes in the Brain.	10.3390/ijms22147277	34298893	PMC8305962	not_available_in_current_archive	2021	International journal of molecular sciences	include_text	not_available_in_current_archive	high
1300	test	0text1300.txt	data/brat_core/train/0text1300.txt	data/brat_core/train/0text1300.ann	5	51	9ea06f853e98c22603b85c7c23b458724e4e3468f640998adb13cecb813960f8	6930215dac3596af14584e7d2e3e4cec7161bcbcf3fceaf5447f483463017034	yes	Astrocyte endfoot formation controls the termination of oligodendrocyte precursor cell perivascular migration during development.	10.1016/j.neuron.2022.10.032	36384142	PMC9922530	not_available_in_current_archive	2023	Neuron	exclude_text	not_available_in_current_archive	high
1301	test	0text1301.txt	data/brat_core/train/0text1301.txt	data/brat_core/train/0text1301.ann	16	150	21bec5222d5001a19ab1fe3da003d4d9924caafd4ac39a3a5a19945add9866a9	a52d06862fc9b79e2c8d0cb39593f3fe02c76ea3a4a20632a5ab867d3c30c3b9	yes	Synaptic silencing affects the density and complexity of oligodendrocyte precursor cells in the adult mouse hippocampus	10.1101/2020.09.23.309682	not_available_in_current_archive	not_available_in_current_archive	not_available_in_current_archive	2020	not_available_in_current_archive	include_text	not_available_in_current_archive	high
1302	train	0text1302.txt	data/brat_core/train/0text1302.txt	data/brat_core/train/0text1302.ann	5	45	7f0f44be98e06d5417f924ba4146fa95977079116359e7f5c151416a18e910ab	710d6dda3df1f1ac516aefd4fd4c8f21acf8faae8ee7711cd5d308dd9b2e4301	yes	α-Linolenic Acid-Valproic Acid Conjugates: Toward Single-Molecule Polypharmacology for Multiple Sclerosis.	10.1021/acsmedchemlett.0c00375	33329762	PMC7734798	not_available_in_current_archive	2020	ACS medicinal chemistry letters	include_text	not_available_in_current_archive	high
1303	test	0text1303.txt	data/brat_core/train/0text1303.txt	data/brat_core/train/0text1303.ann	26	246	0becb61193919a4e359805e31228a5f48f91545cac07a31e4e90665d8171a0a3	1022bbb27910d4c7b22437aa8496536ba642e55ceb4c97e74319866b6f9cfe95	yes	High Vulnerability of Oligodendrocytes to Oxidative Stress Induced by Ultrafine Urban Particles.	10.3390/antiox10010004	33375107	PMC7822157	not_available_in_current_archive	2020	Antioxidants (Basel, Switzerland)	include_text	not_available_in_current_archive	high
1304	train	0text1304.txt	data/brat_core/train/0text1304.txt	data/brat_core/train/0text1304.ann	18	172	48e5f8b35d2ab9b2451a9cbf3ce3116e6d8120f775f710f6cda59fbb188fd91b	c6d2a7c15c687e90a70d3f5f3c1c567e3a889070c0d23c9a9cf500706c159de4	yes	Cell reprogramming for oligodendrocytes: A review of protocols and their applications to disease modeling and cell-based remyelination therapies.	10.1002/jnr.25173	36749877	not_available_in_current_archive	not_available_in_current_archive	2023	Journal of neuroscience research	exclude_text	not_available_in_current_archive	high
1305	train	0text1305.txt	data/brat_core/train/0text1305.txt	data/brat_core/train/0text1305.ann	14	134	933c85e6ae6dd982bf7599a9048bf9af4b68753760b37255f93b91214d155b63	f471031edef5e400398a3f12b9165ad09b596a43984fc45bacbf3814f2be4b68	yes	m<sup>6</sup>A mRNA Methylation Is Essential for Oligodendrocyte Maturation and CNS Myelination.	10.1016/j.neuron.2019.12.013	31901304	PMC7137581	not_available_in_current_archive	2020	Neuron	exclude_text	not_available_in_current_archive	high
