doc_id	split	source_file	sha256_txt	match_confidence	match_reason	source_title	doi	pmid	pmcid	publication_year	journal	publisher	epmc_is_open_access	epmc_license	openalex_is_oa	openalex_oa_status	openalex_licenses	unpaywall_is_oa	unpaywall_oa_status	unpaywall_licenses	crossref_license_urls	source_text_decision
1191	train	0text1191.txt	4584f80ec19d5bdc2d009bf2e4325235aaff4f047d69f56f162c912bb6fe84d7	high	abstract_prefix_exact_match	Mesenchymal stromal cells for the treatment of Alzheimer's disease: Strategies and limitations.	10.3389/fnmol.2022.1011225	36277497	PMC9584646	2022	Frontiers in molecular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1193	train	0text1193.txt	c2dd32bbaa1f6107f0afed7e04301b524b58e9e3db1eb0133b6e90814e2292e0	high	abstract_prefix_exact_match	Circulating Inflamma-miRs as Potential Biomarkers of Cognitive Impairment in Patients Affected by Alzheimer's Disease.	10.3389/fnagi.2021.647015	33776746	PMC7990771	2021	Frontiers in aging neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1194	train	0text1194.txt	cb28b903416442b226969ae08956f041c7335838482dd7d524c01786329d2cb4	high	abstract_prefix_exact_match	Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.	10.3390/cells11213372	36359767	PMC9657243	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1195	train	0text1195.txt	ffa97049b1c177a4157cb73c5a2ceaa76bacd15d23ce49972cac9de61c959f05	high	abstract_prefix_exact_match	Alzheimer's and Parkinson's disease therapies in the clinic.	10.1002/btm2.10367	36684083	PMC9842041	2023	Bioengineering & translational medicine	Wiley	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1197	train	0text1197.txt	090667ca77e36e5f4734c1ab5db3414f4e8283a1a596b02f5e3be807120bc01b	high	abstract_prefix_exact_match	Gene- and Gender-Related Decrease in Serum BDNF Levels in Alzheimer's Disease.	10.3390/ijms232314599	36498925	PMC9740390	2022	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1198	train	0text1198.txt	48e939e095d49d2c6f19ab360aeb84e874ced2e22546c4d82f73e8df633e3148	high	abstract_prefix_exact_match	Inflammatory Response and Exosome Biogenesis of Choroid Plexus Organoids Derived from Human Pluripotent Stem Cells.	10.3390/ijms24087660	37108817	PMC10146825	2023	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1199	test	0text1199.txt	3d50130c825d77337289e84b7ed1f5934b9fb1343b6d5c6a18323ff1e4f17a53	high	abstract_prefix_exact_match	"Pathogenesis, therapeutic strategies and biomarker development based on ""omics"" analysis related to microglia in Alzheimer's disease."	10.1186/s12974-022-02580-1	36058959	PMC9441025	2022	Journal of neuroinflammation	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1200	val	0text1200.txt	f5626b86dc35a7d34e18bd0f7285860f920779075dc1fbdd125083f1c2be3503	high	abstract_prefix_exact_match	Increased Expression of Ephrins on Immune Cells of Patients with Relapsing Remitting Multiple Sclerosis Affects Oligodendrocyte Differentiation.	10.3390/ijms22042182	33671716	PMC7927032	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1201	train	0text1201.txt	b92654a4aed35096d7d329e4d39a45aa8c54bca411c3c7fa94099b175cf62451	high	abstract_prefix_exact_match	Connecting Neuroinflammation and Neurodegeneration in Multiple Sclerosis: Are Oligodendrocyte Precursor Cells a Nexus of Disease?	10.3389/fncel.2021.654284	34234647	PMC8255483	2021	Frontiers in cellular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1202	val	0text1202.txt	858c25c487bf1aae7cffb0c3692a2028b2c354194279ac8c6d49c3fb305c500c	high	abstract_prefix_exact_match	Stemazole Promotes Oligodendrocyte Precursor Cell Survival In Vitro and Remyelination In Vivo.	10.3390/ijms231810756	36142668	PMC9500784	2022	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1203	train	0text1203.txt	2fab0fcd864479327e5769544dd23430426684878a2445ac2dbb4b749a6e3498	high	abstract_prefix_exact_match	p70S6 kinase regulates oligodendrocyte differentiation and is active in remyelinating lesions.	10.1093/braincomms/fcac025	35224490	PMC8864467	2022	Brain communications	Oxford University Press (OUP)	Y	cc by	True	gold	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1204	train	0text1204.txt	400b5df8484460b134ecfaac2eedac37bfc1cd3b965004193e1866b9dbc36ed8	high	abstract_prefix_exact_match	Lack of astrocytes hinders parenchymal oligodendrocyte precursor cells from reaching a myelinating state in osmolyte-induced demyelination.	10.1186/s40478-020-01105-2	33357244	PMC7761156	2020	Acta neuropathologica communications	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by|cc-by-sa				http://creativecommons.org/licenses/by/4.0/|http://creativecommons.org/licenses/by/4.0/	include_text
1205	train	0text1205.txt	b199c9c56e5a0bfacc85317317d082de003893ec754c352f8607c7d7c9749c7e	high	abstract_prefix_exact_match	Oligodendrocyte Development and Regenerative Therapeutics in Multiple Sclerosis.	10.3390/life11040327	33918664	PMC8069894	2021	Life (Basel, Switzerland)	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1208	train	0text1208.txt	a0af33ffff40c3d9f9d018798c67b2ed7f7fc8b3c66cbcd921475a7af728d016	high	abstract_prefix_exact_match	N-acetylglucosamine drives myelination by triggering oligodendrocyte precursor cell differentiation.	10.1074/jbc.ra120.015595	33453988	PMC7762951	2020	The Journal of biological chemistry	Elsevier BV	Y	cc by	True	hybrid	cc-by|other-oa				https://www.elsevier.com/tdm/userlicense/1.0/|http://creativecommons.org/licenses/by/4.0/	include_text
1210	test	0text1210.txt	73b1604dc8d5da15e30ca7025ca5756a60d4bc885cbe5e915c447e3178be0ab4	high	abstract_prefix_exact_match	TNFR2 Signaling Regulates the Immunomodulatory Function of Oligodendrocyte Precursor Cells.	10.3390/cells10071785	34359956	PMC8306473	2021	Cells	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1211	train	0text1211.txt	38542c318dc4d48c5e803a057e0912eddf5b13a6eb40d58903108fb4fa383854	high	abstract_prefix_exact_match	Intranasal Administration of Undifferentiated Oligodendrocyte Lineage Cells as a Potential Approach to Deliver Oligodendrocyte Precursor Cells into Brain.	10.3390/ijms221910738	34639079	PMC8509516	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1213	test	0text1213.txt	bd25551a1d72c2849b901568a7e83a651dd9f714114d6674372452ef87e6ed90	high	abstract_prefix_exact_match	Oligodendrocyte Dysfunction in Amyotrophic Lateral Sclerosis: Mechanisms and Therapeutic Perspectives.	10.3390/cells10030565	33807572	PMC8000560	2021	Cells	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1214	train	0text1214.txt	fb509a0a7d79028b4298c880df21cbd70e4db618ba2d33860ba4a7613e322893	high	abstract_prefix_exact_match	Reactive Astrocytes Derived From Human Induced Pluripotent Stem Cells Suppress Oligodendrocyte Precursor Cell Differentiation.	10.3389/fnmol.2022.874299	35600072	PMC9120968	2022	Frontiers in molecular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1215	test	0text1215.txt	275d0f4ffdd7e691bb83af3c462d156c808f93b2f0dd3ef8efbc410fda7e7ba0	high	abstract_prefix_exact_match	Oxidative stress and impaired oligodendrocyte precursor cell differentiation in neurological disorders.	10.1007/s00018-021-03802-0	33751149	PMC8195802	2021	Cellular and molecular life sciences : CMLS	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1216	train	0text1216.txt	8f1e293e772ae300e26ed50dfa31fd10cd4410b15048dc3756dea3866b929ab3	high	abstract_prefix_exact_match	Neuron to Oligodendrocyte Precursor Cell Synapses: Protagonists in Oligodendrocyte Development and Myelination, and Targets for Therapeutics.	10.3389/fnins.2021.779125	35115904	PMC8804499	2021	Frontiers in neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1217	val	0text1217.txt	a286a931d11aa5c875a67752b28bab13cf20fb9c10bf8652d909920ec16a8a69	high	abstract_prefix_exact_match	New insights into the immunologic role of oligodendrocyte lineage cells in demyelination diseases.	10.7555/jbr.36.20220016	35578762	PMC9548433	2022	Journal of biomedical research	Journal of Biomedical Research	Y	cc by	True	diamond	cc-by					include_text
1218	train	0text1218.txt	94ffd2de01fbe86b50c755dc8c1bbc8d627de15391f643ea88e2fb43de339873	high	abstract_prefix_exact_match	Oligodendrocyte-lineage cell exocytosis and L-type prostaglandin D synthase promote oligodendrocyte development and myelination	10.1101/2022.02.14.480339			2022		openRxiv	N		True	green	cc-by					include_text
1219	train	0text1219.txt	de3fa7e232eef45c5cd32b740a9180e381f0ccb52abb14732c70b4b1b23afac0	high	abstract_prefix_exact_match	Co-Ultramicronized Palmitoylethanolamide/Luteolin-Induced Oligodendrocyte Precursor Cell Differentiation is Associated With Tyro3 Receptor Upregulation.	10.3389/fphar.2021.698133	34276381	PMC8277943	2021	Frontiers in pharmacology	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1223	train	0text1223.txt	915ea4ac77ba574b30c0552aa0b87df5ed55c289fb9ec00230d36e8e15fd31f0	high	abstract_prefix_exact_match	Hepatoma Derived Growth Factor Enhances Oligodendrocyte Genesis from Subventricular Zone Precursor Cells.	10.1177/17590914221086340	35293825	PMC8943302	2022	ASN neuro	Informa UK Limited	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1225	train	0text1225.txt	dae870df5bdea4f9b660e9c574b1e02715a1ac69c9babf4226f500c1a1966308	high	abstract_prefix_exact_match	Microglial Phagocytosis-Rational but Challenging Therapeutic Target in Multiple Sclerosis.	10.3390/ijms21175960	32825077	PMC7504120	2020	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1227	train	0text1227.txt	cf06be683e95c773032b4c3d2ce21a2c8d177ebaaae42e1e26a3eabe2964b9a6	high	abstract_prefix_exact_match	Matrix metalloproteinases shape the oligodendrocyte (niche) during development and upon demyelination.	10.1016/j.neulet.2020.134980	32315713		2020	Neuroscience letters	Elsevier BV	N	cc by	True	hybrid	cc-by				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by/4.0/	include_text
1228	test	0text1228.txt	e5d3881e18dafd9cc062dd3096693a511bf0825ca90635b9741897930e7242ec	high	abstract_prefix_exact_match	Particles Containing Cells as a Strategy to Promote Remyelination in Patients With Multiple Sclerosis.	10.3389/fneur.2020.00638	32733364	PMC7358567	2020	Frontiers in neurology	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1232	train	0text1232.txt	f98f1b0bb72746f6e6f347bffbe9a2e7c0d6b3963650560966a2314e147323c9	high	abstract_prefix_exact_match	Mechanisms of Demyelination and Remyelination Strategies for Multiple Sclerosis.	10.3390/ijms24076373	37047344	PMC10093908	2023	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1234	train	0text1234.txt	75f28939d8a3c183a6ec0cee42f50ee7f17e28d6290b3f5b23696dd9216d6061	high	abstract_prefix_exact_match	Repurposing Histaminergic Drugs in Multiple Sclerosis.	10.3390/ijms23116347	35683024	PMC9181091	2022	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1235	train	0text1235.txt	b5773bf4455f1679a53cae1694e233b2700b456f10ea1b7b2fe165d1387d7068	high	abstract_prefix_exact_match	Prenatal Stress Impairs Spinal Cord Oligodendrocyte Maturation via BDNF Signaling in the Experimental Autoimmune Encephalomyelitis Model of Multiple Sclerosis.	10.1007/s10571-020-01014-x	33259004	PMC8942968	2022	Cellular and molecular neurobiology	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1236	test	0text1236.txt	fc2c19efd613e0cd30f64eeacf6bed37c23d2c8f8b4da809b170dcafd2609aa4	high	abstract_prefix_exact_match	Extrinsic Factors Driving Oligodendrocyte Lineage Cell Progression in CNS Development and Injury.	10.1007/s11064-020-02967-7	31997102	PMC7058689	2020	Neurochemical research	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1237	train	0text1237.txt	7a4df8821a562590fea35e0865a4828d6e27d8aa95fe73dfa78f7d166164c00d	high	abstract_prefix_exact_match	Reciprocal Interactions between Oligodendrocyte Precursor Cells and the Neurovascular Unit in Health and Disease.	10.3390/cells11121954	35741083	PMC9221698	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1240	train	0text1240.txt	5466af5d7ea300ee5a9a2a87eb9156c08cde2ca539dc375e250a506a3efbf3e4	high	abstract_prefix_exact_match	Premyelinating Oligodendrocytes: Mechanisms Underlying Cell Survival and Integration.	10.3389/fcell.2021.714169	34368163	PMC8335399	2021	Frontiers in cell and developmental biology	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1241	train	0text1241.txt	2812e7b98e5cb8b08b0d93fab2c34c5852cc984b4f39d40e0a4415e75ec73ebc	high	abstract_phrase_match	Versican promotes T helper 17 cytotoxic inflammation and impedes oligodendrocyte precursor cell remyelination.	10.1038/s41467-022-30032-0	35508608	PMC9068758	2022	Nature communications	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1245	test	0text1245.txt	808c4e7b9b658fbabf8efae9916e53a5088b3367e79b7ea6e87d5ce2b4dd2515	high	abstract_prefix_exact_match	Remodeling of the interstitial extracellular matrix in white matter multiple sclerosis lesions: Implications for remyelination (failure).	10.1002/jnr.24582	31965607		2020	Journal of neuroscience research	Wiley	N	cc by	True	hybrid	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1247	train	0text1247.txt	c7d8637dbe0d541fa95d74084730ae9befed9eea1180d52159a0bb08d03b2c87	high	abstract_prefix_exact_match	Novel Tools and Investigative Approaches for the Study of Oligodendrocyte Precursor Cells (NG2-Glia) in CNS Development and Disease.	10.3389/fncel.2021.673132	33994951	PMC8116629	2021	Frontiers in cellular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1248	train	0text1248.txt	8e5559f7923dd42789d71d10c2ace58cd9b824f11b8328c12f26991c7937e5a2	high	abstract_prefix_exact_match	Multiple Sclerosis CD49d<sup>+</sup>CD154<sup>+</sup> As Myelin-Specific Lymphocytes Induced During Remyelination.	10.3390/cells9010015	31861635	PMC7017443	2019	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1254	train	0text1254.txt	15a6720a06df7cbd011474eb6cf08cfcf90354565c8f8ed0ea1f01434dcc019e	high	abstract_prefix_exact_match	High Dose Pharmaceutical Grade Biotin (MD1003) Accelerates Differentiation of Murine and Grafted Human Oligodendrocyte Progenitor Cells In Vivo.	10.3390/ijms232415733	36555377	PMC9778913	2022	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1255	test	0text1255.txt	bc5e6ef12f63f25ca17cda9337e9dd39ff4dc93f88a13e4a171864ee92b5a1a6	high	abstract_prefix_exact_match	Effect of β-hydroxybutyrate on behavioral alterations, molecular and morphological changes in CNS of multiple sclerosis mouse model.	10.3389/fnagi.2022.1075161	36533180	PMC9752847	2022	Frontiers in aging neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1257	train	0text1257.txt	1920bb25cdf9b82cc9f60ae9cd1d5c0eb720a2f2cfb9bf6dbca6973264f8b6a6	high	abstract_prefix_exact_match	The Cellular Senescence Factor Extracellular HMGB1 Directly Inhibits Oligodendrocyte Progenitor Cell Differentiation and Impairs CNS Remyelination.	10.3389/fncel.2022.833186	35573828	PMC9095917	2022	Frontiers in cellular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1258	train	0text1258.txt	1066e2fea42d1a24660bcbc0b9b8cc878083a76504f61d280669ed5ecd4ae89e	high	abstract_phrase_match	The glycosyltransferase EXTL2 promotes proteoglycan deposition and injurious neuroinflammation following demyelination.	10.1186/s12974-020-01895-1	32703234	PMC7379813	2020	Journal of neuroinflammation	Springer Science and Business Media LLC	Y	cc by	False	closed					https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1259	train	0text1259.txt	8389e1b8146d56de036f4b6e799cac2b44cdf02582253a5ce9a49e7683824bfc	high	abstract_prefix_exact_match	Functional genomic analyses highlight a shift in Gpr17-regulated cellular processes in oligodendrocyte progenitor cells and underlying myelin dysregulation in the aged mouse cerebrum.	10.1111/acel.13335	33675110	PMC8045941	2021	Aging cell	Wiley	Y	cc by	True	gold	cc-by|other-oa				http://creativecommons.org/licenses/by/4.0/	include_text
1261	train	0text1261.txt	a4f22039f8de8880f9c3e8e7e1441df29e6eb4a0590727559cce0f26d1cd0c97	high	abstract_prefix_exact_match	Lumbar spine intrathecal transplantation of neural precursor cells promotes oligodendrocyte proliferation in hot spots of chronic demyelination.	10.1111/bpa.13040	34845781	PMC9245942	2022	Brain pathology (Zurich, Switzerland)	Wiley	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1263	train	0text1263.txt	46eb8006c228cfd7af1b3fe95975284430415e3ccce92a64568cb5f2615823b8	high	abstract_prefix_exact_match	The Distribution of GPR17-Expressing Cells Correlates with White Matter Inflammation Status in Brain Tissues of Multiple Sclerosis Patients.	10.3390/ijms22094574	33925469	PMC8123849	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1265	train	0text1265.txt	3d4d4ae85fc78093f55e112d6e3a7909f49c57e480d6908baf79e64f2a40402a	high	abstract_prefix_exact_match	The GPR17 Receptor-A Promising Goal for Therapy and a Potential Marker of the Neurodegenerative Process in Multiple Sclerosis.	10.3390/ijms21051852	32182666	PMC7084627	2020	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1266	train	0text1266.txt	129d1f33c0ddaf6323d253eb89ae710920f8071fdf97cb5a97bc8b5cbf3f2fd6	high	abstract_prefix_exact_match	High-Resolution Transcriptomic and Proteomic Profiling of Heterogeneity of Brain-Derived Microglia in Multiple Sclerosis.	10.3389/fnmol.2020.583811	33192299	PMC7654237	2020	Frontiers in molecular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1268	val	0text1268.txt	fd655c1716bedf534e37800be2a4489a7369dd9ef9cc0b267e32e56020f13d79	high	abstract_phrase_match	5-Hydroxytryptamine Modulates Maturation and Mitochondria Function of Human Oligodendrocyte Progenitor M03-13 Cells.	10.3390/ijms22052621	33807720	PMC7962057	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1274	train	0text1274.txt	863d67a27eaaad41386678c20357ef3189d220822e57903e409d96a057ce853d	high	abstract_phrase_match	HLA Class II Genotype Does Not Affect the Myelin Responsiveness of Multiple Sclerosis Patients.	10.3390/cells9122703	33348629	PMC7766454	2020	Cells	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1277	train	0text1277.txt	0e131f9d48317220df1ae96b0522af69e21799555839fdb2827c8777ecd62b30	high	abstract_prefix_exact_match	Lipocalin-2-Mediated Insufficient Oligodendrocyte Progenitor Cell Remyelination for White Matter Injury After Subarachnoid Hemorrhage via SCL22A17 Receptor/Early Growth Response Protein 1 Signaling.	10.1007/s12264-022-00906-w	35817941	PMC9723020	2022	Neuroscience bulletin	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1279	train	0text1279.txt	270852783abebf66987100f640a251bc385a4f45e811236179259cdc3ba51eb4	high	abstract_prefix_exact_match	Huperzine-A Improved Animal Behavior in Cuprizone-Induced Mouse Model by Alleviating Demyelination and Neuroinflammation.	10.3390/ijms232416182	36555825	PMC9785798	2022	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1280	test	0text1280.txt	831286b8782d6ace67e5bdfae18c2e32b8e2f69220d6275b60f8132f1385f7e5	high	abstract_prefix_exact_match	The Extracellular Matrix Proteins Tenascin-C and Tenascin-R Retard Oligodendrocyte Precursor Maturation and Myelin Regeneration in a Cuprizone-Induced Long-Term Demyelination Animal Model.	10.3390/cells11111773	35681468	PMC9179356	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1281	train	0text1281.txt	98cae76bfc4b22c2a0b51c6fd87a12f4f59c17163c87aaee2a752d3c8e4c20f9	high	abstract_prefix_exact_match	MiR-219a-5p Enriched Extracellular Vesicles Induce OPC Differentiation and EAE Improvement More Efficiently Than Liposomes and Polymeric Nanoparticles.	10.3390/pharmaceutics12020186	32098213	PMC7076664	2020	Pharmaceutics	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa|public-domain				https://creativecommons.org/licenses/by/4.0/	include_text
1282	train	0text1282.txt	ff564d3634263403b18cf800d4ae4a5730a091cdb2513f7be1387e997b877f3e	high	abstract_prefix_exact_match	Impact of the Voltage-Gated Calcium Channel Antagonist Nimodipine on the Development of Oligodendrocyte Precursor Cells.	10.3390/ijms24043716	36835129	PMC9960570	2023	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1283	train	0text1283.txt	14d44b59b0a489ee10c67325ddd302ce0ccd4cead8da8e4f3927b5fe6c76a1f9	high	abstract_prefix_exact_match	A Clonal NG2-Glia Cell Response in a Mouse Model of Multiple Sclerosis.	10.3390/cells9051279	32455842	PMC7291195	2020	Cells	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1284	train	0text1284.txt	02b267c6896550af57562c6e8dbb56235118ae49e1061871c56a16e110ae3b52	high	abstract_prefix_exact_match	Epigenomic priming of immune genes implicates oligodendroglia in multiple sclerosis susceptibility.	10.1016/j.neuron.2021.12.034	35093191	PMC9810341	2022	Neuron	Elsevier BV	Y	cc by	True	hybrid	cc-by|other-oa				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by/4.0/	include_text
1286	train	0text1286.txt	701590009c731dc0fdfbdb90ecf2b33738a768f363d68d2eaa360e5be50ef364	high	abstract_prefix_exact_match	DNA methylation regulates the expression of the negative transcriptional regulators ID2 and ID4 during OPC differentiation.	10.1007/s00018-021-03927-2	34482420	PMC8558293	2021	Cellular and molecular life sciences : CMLS	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1287	train	0text1287.txt	053e8605f7fc69a3158d1fa115b525c64003736f21960edca48c6da90d7fcb1d	high	abstract_prefix_exact_match	Keeping the ageing brain wired: a role for purine signalling in regulating cellular metabolism in oligodendrocyte progenitors.	10.1007/s00424-021-02544-z	33712969	PMC8076121	2021	Pflugers Archiv : European journal of physiology	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1288	train	0text1288.txt	a601319b6c9c4690ac5e51fa4b5ef41086da1a5f2e2f5e2f8c371c89aaeaf4ba	high	abstract_prefix_exact_match	Direct reprogramming of oligodendrocyte precursor cells into GABAergic inhibitory neurons by a single homeodomain transcription factor Dlx2.	10.1038/s41598-021-82931-9	33574458	PMC7878775	2021	Scientific reports	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1289	train	0text1289.txt	44cb0982aaf38486d9fb226b2788c65b35a0c02878107bbbd41e91d4fd4ab793	high	abstract_prefix_exact_match	Transient regulation of focal adhesion via Tensin3 is required for nascent oligodendrocyte differentiation.	10.7554/elife.80273	36214451	PMC9596163	2022	eLife	eLife Sciences Publications, Ltd	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/|http://creativecommons.org/licenses/by/4.0/|http://creativecommons.org/licenses/by/4.0/	include_text
1290	test	0text1290.txt	f5a01dd5d22a350be7637f6f1d2e9a5a3c1743b0b8d0f053a28b2f9d41a484c7	high	abstract_phrase_match	Vitamin D increases remyelination by promoting oligodendrocyte lineage differentiation.	10.1002/brb3.1498	31837111	PMC6955836	2020	Brain and behavior	Wiley	Y	cc by	True	gold	cc-by|cc-by-sa				http://creativecommons.org/licenses/by/4.0/	include_text
1293	train	0text1293.txt	ce68f5f74ba17818f5eda2e52b8bb733cd73ad7b95ee141cf60fbbad6f7afaf1	high	abstract_prefix_exact_match	Nanocatalytic activity of clean-surfaced, faceted nanocrystalline gold enhances remyelination in animal models of multiple sclerosis.	10.1038/s41598-020-58709-w	32041968	PMC7010780	2020	Scientific reports	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1294	val	0text1294.txt	db207c44ee3b14dde7b24e03d0ae0968839dea1b4afc5030961179af7a34f2f5	high	abstract_prefix_exact_match	Anti-inflammatory mechanisms and pharmacological actions of phycocyanobilin in a mouse model of experimental autoimmune encephalomyelitis: A therapeutic promise for multiple sclerosis.	10.3389/fimmu.2022.1036200	36405721	PMC9669316	2022	Frontiers in immunology	Frontiers Media SA	Y	cc by	True	gold	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
