doc_id	sentence_id	split	sentence_index	document_start	document_end	sentence_char_length	sentence_sha256	normalized_document_sha256	normalization_policy	newline_policy	text_status
1340	1340_5	test	5	626	826	200	1c31083b5b4b7572cdbe081fa1fcf06f9441382de399d803d5f5b2af0cae639e	9f29fdefd387300171eab78ef831cc0fd56426af1d0a0d91942371f595b028af	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1340	1340_6	test	6	827	1036	209	26ebaa8fc6c63904c2b374722b466df48c9ea54c99c96a58658f018538b40fe4	9f29fdefd387300171eab78ef831cc0fd56426af1d0a0d91942371f595b028af	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_0	val	0	0	136	136	2f8e1ac4ebf2c9a7999d81778d6cf0c6c4762fab7959ddc59f1281b1fe574e63	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_1	val	1	137	290	153	2cfad8e9b9fde3a861732ae983c01705bda0475b138319e78c4017643aafaba5	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_2	val	2	291	397	106	4bab52c8f5cd2fc402974d9b0bb4f007bfa8ee3f274b17097fa90cf9243d64af	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_3	val	3	398	489	91	7ca603c8ab15fb0303baad9e07afca1a6e59a8458e1fb6985e396e23f96bcfbd	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_4	val	4	490	615	125	315cf84cbdeac4fe8a6ab6301e0324b848f76f2a177005036f2b39896c5737b3	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_5	val	5	616	737	121	91bcef7dd2abbacf52b759ae31cc1389424bc1deae35813835e3e0662f6ab734	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_6	val	6	738	889	151	0ab4761c5642891cd7cddeb5732213c4ebd3ecb295bd42a5cb29ba37212b5cd2	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_7	val	7	890	986	96	06d9ae6fb52a5a8b9e70c8d093648e3c7a84971aed4cd380554b0356404a32d5	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_8	val	8	987	1074	87	f5f59c151d15283fe031c9971eb9a31ec5ae06c014fe3ce6139d45161c1f61af	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_9	val	9	1075	1259	184	fb0aeb41804c2dbdcd5543af807a19d8c49e0499411595209d56dadfdd8385e2	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_10	val	10	1260	1350	90	77abe2df83fdac1c5816c2bc6e9a1963c1ef498af24de1ec8e14523b9928cb51	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_11	val	11	1351	1427	76	f20f7ebd5a79a95689f20e8f2d46d6fb3cffe2144e9087cc0c33560319db29a3	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_12	val	12	1428	1503	75	58544fe531855dd77ee17472e9b0e8fc4f71bbd83f395aad5c532781e487079d	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_13	val	13	1504	1610	106	6dc9ec21781eae4a6d86e679ac7921053c6b7f5c5ef482b47b6f4dbf295763fd	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_14	val	14	1611	1759	148	c634860006db938dae0ac13c3ffb4ce0e54064c7aa611f3626b4dd72dcb773c6	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_15	val	15	1760	1847	87	1bdbc5621ac8ab8badb3c9198b890eab517e6a6788d770093b933ed87c2d6f52	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_16	val	16	1848	1887	39	5627ecb6f436e53bdc902ff1ea05725c67e1b4a68b44a1267c0df816290a8217	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1341	1341_17	val	17	1888	1924	36	0a1dafb6b6d487456f954793c1d49807ea4fb350d9a791ec0c155e8d21013243	9491f93c8976a9af789446a4def438c76809f56e6ef939c84df7656953154a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1342	1342_0	train	0	0	118	118	359131919a5224f1ce1c53347800412e4ee50615d09fd57a8a03f7009db1ddd1	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_1	train	1	119	230	111	ee080a69838b6e83354fe9c1fa38e0459658bfe210b314bd78f1f0a6315b78e3	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_2	train	2	231	342	111	31f46c33f92e93afbcf53a1e7f11b98dc86c6c8146870bf4d310c134bfdc3c7a	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_3	train	3	343	644	301	ba12b6dc1352f596a4da86fc3eda4dc887888e0406aa91e5cf43a4b82f4d7857	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_4	train	4	645	715	70	7ec995cc9b7405ca8208aeecfcaf5ec558494f99d2ab60ef80ea0da15145ee54	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_5	train	5	716	1138	422	45fe1d615cba27ff4ae1443f6d4f6e2a6d1351d2684fb813fb6c6ea9b3bd0777	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_6	train	6	1139	1260	121	2b10058ae845cf6126e79863620a6c6810408990a708eac0548945b293b6e62f	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_7	train	7	1261	1484	223	cf23a8cb3061367ca6969f77dd1f6dadbc267ba8f71804e6fe35771d7c454508	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1342	1342_8	train	8	1485	1697	212	7949643cb67ad63e673a868fe81733eedaa3bdece99b426f3cd0d7dfd929d653	ced729147766d22769dec3646f641acf278b6e536b7e4a7a6b8be85003ab5537	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1343	1343_0	test	0	0	245	245	dc61fb1684bfde7ffa0ceafe9ab53ca84a6cf4c493303feaf1af41cb18a3cf5a	50ccc776facc881425a183520ee93fcfa29915c0df332759e2d1bfdb764553e1	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1343	1343_1	test	1	246	483	237	c2957ee70cf9c205d0e101a476b6f0f40695a104b9c401f48916a990b0961c80	50ccc776facc881425a183520ee93fcfa29915c0df332759e2d1bfdb764553e1	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1343	1343_2	test	2	484	653	169	6bda67a1c398addb1cf4baf0be4787b0343d9c822ba3b3929b9eebfa02119b9f	50ccc776facc881425a183520ee93fcfa29915c0df332759e2d1bfdb764553e1	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1343	1343_3	test	3	654	902	248	615de17a2959a9c5d88ed24a8ee6465144e1359d2272359f069caebced0274d8	50ccc776facc881425a183520ee93fcfa29915c0df332759e2d1bfdb764553e1	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1343	1343_4	test	4	903	1048	145	60e9bd773d9d39542bfd505cf4b602bcad43253fa041ed083bdb7286ec49bcdb	50ccc776facc881425a183520ee93fcfa29915c0df332759e2d1bfdb764553e1	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1343	1343_5	test	5	1049	1239	190	5f1a87d64a29901c153f314324a8d9aa45bec8e35ec3ff99292c5607085bac22	50ccc776facc881425a183520ee93fcfa29915c0df332759e2d1bfdb764553e1	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1343	1343_6	test	6	1240	1502	262	8f912b4a86f0890ac14e15228c846e33757b2c8d4eb5a46bf6ce756f378ecc7b	50ccc776facc881425a183520ee93fcfa29915c0df332759e2d1bfdb764553e1	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1344	1344_0	train	0	0	167	167	8a0d2492ec1f6a07e3021ff8aaa9c8f31cbc8239f19368f06be373a4b44fa005	8e9adbfc0d712aa3fe0944d69c3d24cefa89c41582543cd01ab0a77c17dc037d	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1344	1344_1	train	1	168	337	169	e0914aa4af50715a68248329cc204e9819679bbd7a41b1536bb3c0cfe8a49a5f	8e9adbfc0d712aa3fe0944d69c3d24cefa89c41582543cd01ab0a77c17dc037d	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1344	1344_2	train	2	338	537	199	4a0af6a3c600a0ed3d472889c92f82a7cc7231e6bc20225103b4947f249775b7	8e9adbfc0d712aa3fe0944d69c3d24cefa89c41582543cd01ab0a77c17dc037d	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1344	1344_3	train	3	538	689	151	8966a3ae899b96379f160dd915d46ad89e5da22983db4bc3dcb94bb3ac799184	8e9adbfc0d712aa3fe0944d69c3d24cefa89c41582543cd01ab0a77c17dc037d	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1344	1344_4	train	4	690	834	144	151d4e0ac04000897212766600e2378d285e9d0e04346e786e391382479386e5	8e9adbfc0d712aa3fe0944d69c3d24cefa89c41582543cd01ab0a77c17dc037d	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1344	1344_5	train	5	835	990	155	a994924b38e547e765895aa73a2413d55075668c3e6f606aa30c2426f04e4b34	8e9adbfc0d712aa3fe0944d69c3d24cefa89c41582543cd01ab0a77c17dc037d	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1344	1344_6	train	6	991	1129	138	9a32a2adcde3e53efeba7ee1e8914688589805db1d6f3604068f8db1eb41ddaf	8e9adbfc0d712aa3fe0944d69c3d24cefa89c41582543cd01ab0a77c17dc037d	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1345	1345_0	train	0	0	123	123	c1ac4c92335a9f8d60bd673df5620ce16ce2b2b8aabb9ab9f77ef295fd3c25cf	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_1	train	1	124	266	142	4a8fe8bd09193de5c306fe395d903c25e467ddd3321a45d52dd7240839b5e7b5	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_2	train	2	267	314	47	a58782cab15cc16d504d605a79a682424fa8a61fa493305ff83ffe1544a51d3c	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_3	train	3	315	440	125	f4f76ae62b56827ecef79b71309d7cfb5ab877e2f09f9dd9ff0eb3293da2e330	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_4	train	4	441	558	117	7a17b7e1261db53161c75ee4dadd004b879dc8cc356e2f5997744340361a9c19	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_5	train	5	559	611	52	4388c976d2e4f365713946cfddae00b27a546b7fdc2e12d6e180e0c010615f91	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_6	train	6	612	721	109	b57c5e3598ad8e49fd1d1918712d9725993ea79ef188c7ce19eded92f3ba2a6a	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_7	train	7	722	865	143	87c52689352f21fd876cdd372179cd63ba7c354e77fdd27351de0f8637ebe7f8	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_8	train	8	866	1033	167	b62221bb667e7811249ca7cbf48e55d2b2d90c8d75ff59842cbf2b35230c09fe	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_9	train	9	1034	1107	73	0fc9961a51b8c933f05331d50f854cedd2246d22349eb42e1719f426494c7b95	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_10	train	10	1108	1286	178	f77a71d966a2b92a4c3b31d39668e785869c867fe0cb8b9abdfca5806083f989	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_11	train	11	1287	1368	81	c2577efe1b5d965fb2be3d3603e05990af641d7862ccd6a44093f3c7a366f177	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_12	train	12	1369	1441	72	57d41030083ca4cd21855a53571a0fe17b0c820c2302741636b2d93bbfe86621	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_13	train	13	1442	1537	95	cd69f33aa11a4d8c31c2a708e7a0c0b8c9898a407966230323db82cfcfaa8ba0	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_14	train	14	1538	1600	62	da3c9c02e9cb2b560a65159fa8c041829cca9a39192918f3b46fed3e272564de	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_15	train	15	1601	1760	159	3aa6fb0434e155d9e612c07500c8aa1ee2bd12c3bfe86a43f4570d021d4b49b7	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_16	train	16	1761	1894	133	5ec62221d62b753d43381a129a4e8ee1ef3c1b38d2c4ee1efb22c74060d4db00	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_17	train	17	1895	1984	89	4afbb1761c730961c92e4a98b9aed2cca2b1f2b4354e83cbedaa553b14da6d9b	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_18	train	18	1985	2053	68	69c48c58fc35cdae46f5fb7789a97a15c3609d6d1fcc6d77e6c07051ac68bc64	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1345	1345_19	train	19	2054	2169	115	6101452b6be5174ba75135141f7a99d3b1ae367f2e53b7e24f7d992cfa23bbaa	d2b0d0280a7d1403f74a091650626b6c32fde850f3f14cc44992a0cc9de4ae5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1346	1346_0	train	0	0	144	144	4589448a4d7029666e12626f509a19a39438ab836093df1e52e7ea0ce100016e	6a4f036caac778152c0ea5873217386f4ff94a13f36b3bc841a418ed52ab28f8	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1346	1346_1	train	1	145	373	228	d3e00d6c4dcad790c8a8fa4da0f0360531b8570b01d21109129ab606b6d0928e	6a4f036caac778152c0ea5873217386f4ff94a13f36b3bc841a418ed52ab28f8	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1346	1346_2	train	2	374	671	297	32e20809b5b71870a4b658b44770cd7890137cf1a00f6d0073d266358fbc2b86	6a4f036caac778152c0ea5873217386f4ff94a13f36b3bc841a418ed52ab28f8	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1346	1346_3	train	3	672	884	212	73808f93bba171da50db86c33fc39541f4788fe9286d4cd6e2c240f58c4f5080	6a4f036caac778152c0ea5873217386f4ff94a13f36b3bc841a418ed52ab28f8	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1346	1346_4	train	4	885	1235	350	339874f038a3242dc61b0bdae43455167ffd858b44deebd71e5f68c3727331b9	6a4f036caac778152c0ea5873217386f4ff94a13f36b3bc841a418ed52ab28f8	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1346	1346_5	train	5	1236	1375	139	97ffd9cf7e856a15a116da08cf0501e61afa2ebd1005f1f95c0dc62eddfd1827	6a4f036caac778152c0ea5873217386f4ff94a13f36b3bc841a418ed52ab28f8	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_0	test	0	0	221	221	baa367a4ece1d814c4e2f838d6a9d43998ddeab02322570fbcde4b83266ea65d	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_1	test	1	222	367	145	a51d65db9a48bc1b457060177f1fdf4dfff207bb9f02c5f1d0eb85826d610e8d	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_2	test	2	368	693	325	9f891a0d40ad3258ed688dd7fac0aa330376bbd93ba29e07044a9bbd520f9bcb	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_3	test	3	694	909	215	da51a655f13d2dfd248fe0e80ac99c47407be38042172c1d1e35e4dfb92b17b0	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_4	test	4	910	1039	129	9f056351a36043500c77e066d6bab2b5725b93f97ea43bf1b4700af9bc4df331	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_5	test	5	1040	1223	183	4ed0db5a685a1b11535ec1cc881c5cfae6728fb284a7a9e6d65b0a4edc9d2114	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_6	test	6	1224	1419	195	f32be9048250caf821d7202b5cee871a1d82be838e54fcc40e9ce3fb08aee857	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_7	test	7	1420	1582	162	1d152d6baf0a947ef777032d260058291b67b203a3ae1e572f2d0ff80e5630e0	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_8	test	8	1583	1804	221	d26be7f25413bd284267bed6d7cee3929f106328b53e6c12bc90dd900951c95f	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_9	test	9	1805	2088	283	c2c2ea1c53ea33f58a9d1a3155ac331b2d9963de9eda95af577c4a804621309a	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1347	1347_10	test	10	2089	2301	212	906cddede1d2883d3c577a36554aac181bb913879b1208aa540293417fbfc21d	4a80bd0819fcc8cac6b3beabebfba51455cfc493b751f540c07168cb771ce286	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_0	test	0	0	179	179	d9491e9e3f5babd5e3b62dd98fce4736ebe53986aec1ee013111eef192a2b9de	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_1	test	1	180	420	240	863e0c1f8de7d3e1f1b796b401f514f895044c5c33b616213f079ba152f8c76b	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_2	test	2	421	668	247	8e1fda520107ebcef048f0c421ac2dbe80ad0291477b128cb5c9cbf975934b15	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_3	test	3	669	770	101	d8db6f2697be9c62d5e4c13213e1038265720c8b9e4093b7f36b786b0da5dfad	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_4	test	4	771	837	66	75f779d986e2e00d1102610ad51173503195db31077754d91ca406e8121e18a7	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_5	test	5	838	969	131	a2a3cb9b656e93e1d5248fcd16c602a60dbb27ae2da23b45fde0031f716afee7	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_6	test	6	970	1180	210	fe33d34336f67dcf9f157825bc89b0ed81912ba009b3d9bccc8f0fdfac8dacb1	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_7	test	7	1181	1212	31	4750929c43f66bcc060b3aff23c87553d6ad55df08581d96fdc441f529b97600	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1348	1348_8	test	8	1213	1239	26	8b51b7e9fb6ed5d48bfcfc0b10a84fc100a475be6aae037ebdbb72017360d15e	f262e181d2f8bb5236cdd87ec57ce5284afb9f417fc855bab12f2d42f50a7562	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_0	train	0	0	139	139	9cd7076ba3f281d5f75a054ccab8d96dfe16ae2e038c274d2ca086ac9bcd2da3	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_1	train	1	140	336	196	897248955596f4d863b86e50a2399159d43e04207b56ef71ec2e9902435bb26a	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_2	train	2	337	402	65	c547b759aa15105a61e6d22fc3b0b0c80d0bf6b11226ece0eae36ec0285c9aa7	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_3	train	3	403	518	115	f7cedff860c595ceafc14a9e3bd8c5a06fd2fd3252421f8cc747b287c7107db2	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_4	train	4	519	563	44	09161b8833cf240fc8a884ec985789efa0b045513b53ffc2899a27625f3e7bdc	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_5	train	5	564	594	30	ce3a09eef4f27abc225775772d1d5a2fa72eb99c47447073cce819b631a7a7e5	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_6	train	6	595	666	71	555e25b5b493bf1b3ada925683c131477afb821c268ec86c39e9e7086406a74f	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_7	train	7	667	747	80	f8389fc77932cf61e354b8ffbb900d7f474693b42e9c5f8807140688d918ae9f	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_8	train	8	748	872	124	7e3464dbc24e8c47229c3397d84436455d20a7256b15c1c1161611014516d34d	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_9	train	9	873	1002	129	44fc3c87bbeed3fd3584a4592aef88b339f609ff93fc9e0b6262a742e151955f	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_10	train	10	1003	1134	131	052954e8a7c6830f06bf423e65ebb498d9f09d5730f90f966af3f6e760f1cfd5	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_11	train	11	1135	1298	163	d8334023ccb9b7a3384107342625147d4d77cbb372a365b6f8acd9bf3a59d2f9	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1349	1349_12	train	12	1299	1437	138	b919f35c694350b3ad3ba3dab8aafd7c912d1c6ff69506bff7dfcc34f43e7273	22ab593019b4657bf9b1bf04e0575d0cec68337d8afabddef4c3b86f6d9ade96	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
